"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"a large {yk{Wi{yng-si{Wze{yd{x bed","bed",0,14404,14350,"in room: The {DCe{wril{Dla Ma{wrodr{Ded{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dda{rr{Dk wo{ro{Dded{x full bed with {bsa{Bti{bn sh{Bee{bts{x","bed",0,14405,14351,"in room: The {WBeryl Marle{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dp{Wlai{Dn{x little knife","plain little knife",55,14392,14352,"on A young woman in a {Wwhite {gb{ya{Dn{Yd{re{bd{W dress{x","-------------------",1,120,"steel","(take wield)","weapon(stab)","6d11",0,"none","+9dam,+30hp,+30hp,+9dam",0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a studious expression","studious expression",55,14391,14352,"on A young woman in a {Wwhite {gb{ya{Dn{Yd{re{bd{W dress{x","-------------------",1,45,"air","(take face)","armor","14/14/14/13",0,"","+2int",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of sturdy {yshoes{x","pair shoes sturdy",55,14390,14352,"on A young woman in a {Wwhite {gb{ya{Dn{Yd{re{bd{W dress{x","-------------------",2,40,"leather","(take feet)","armor","14/14/14/13",0,"","+1wis,+30end",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywo{Yod{yen{x vat filled with {Dst{Wea{Dmy{x hot water","vat",0,14259,14356,"in room: White Tower Main Level - {WLaundry{x Room","-------------------",0,0,"wood","(none)","container",0,"100lbs, 0 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a sopping wet {WNovice{x dress","wet dress white soggy",30,14258,14356,"inside a {ywo{Yod{yen{x vat filled with {Dst{Wea{Dmy{x hot water in White Tower Main Level - {WLaundry{x Room","-------------------",0,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{Ya{xu{Wt{xi{Yf{Dul{x vine-covered shawl, fringed in {Yyellow{x","yellow shawl",80,14157,14357,"on A {Yyellow{x-shawled, ageless looking woman","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a straight-backed {yma{Ypl{ye{x chair","chair chairs",0,14261,14359,"in room: White Tower Main Level - Healing Area Entry Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rburgandy{x leather chair behind the desk","desk",0,14260,14359,"in room: White Tower Main Level - Healing Area Entry Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wpristine{x narrow bed","bed",0,14262,14360,"in room: White Tower Main Level - Healing Area {YInfirmary{x","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cupboard with a bright {Yyellow{x door","cupboard yellow",0,14266,14360,"in room: White Tower Main Level - Healing Area {YInfirmary{x","-------------------",0,0,"cloth","(none)","container",0,"50lbs, 50 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wroll{x of thin cloth {Wbandages{x","roll cloth bandages",1,14269,14360,"inside a cupboard with a bright {Yyellow{x door in White Tower Main Level - Healing Area {YInfirmary{x","-------------------",0,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a medium-sized jar of {yoi{Yntme{ynt{x","jar ointment salve",1,14268,14360,"inside a cupboard with a bright {Yyellow{x door in White Tower Main Level - Healing Area {YInfirmary{x","-------------------",1,59,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wclean{x, large triangle bandage","bandage",1,14267,14360,"inside a cupboard with a bright {Yyellow{x door in White Tower Main Level - Healing Area {YInfirmary{x","-------------------",0,2,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wclean sheet{x covering a tall, rectangular table","table",0,14263,14363,"in room: White Tower Healing Area - Southern Healing Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a comfortably {Wp{ga{xdd{ge{Wd ar{gm{xch{ga{Wir{x","padded armchair chair",0,14264,14364,"in room: White Tower Healing Area - Southern Recovery Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wfu{xl{Yl-s{xiz{Wed{x bed","bed",0,14265,14364,"in room: White Tower Healing Area - Southern Recovery Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"comfy blankets covering the {ysl{Wei{ygh{x bed","bed",0,14270,14367,"in room: White Tower Healing Area - Northern Recovery Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wscroll{x with a {Bwax s{bea{Bl{x","scroll",0,14436,14369,"on a young {Rp{Ya{Gg{Be{x","-------------------",0,0,"paper","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{ya{xu{Wt{xi{yf{Dul{x vine-covered shawl, fringed in {ybrown{x","shawl brown",80,14152,14369,"on A {ybrown{x-shawled, ageless looking woman","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dblack leather{x gloves","gloves black leather",70,14398,14369,"on a patrolling {cg{Cu{Wa{Cr{cd{x","-------------------",2,149,"leather","(take hands)","armor","18/18/17/17",0,"","+2dex",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {rF{Rl{Ya{Rm{re{x of {WTar Valon{x","flame tar valon",70,14397,14369,"on a patrolling {cg{Cu{Wa{Cr{cd{x","-------------------",0,139,"fire","(take float)","light",0,999,"(limited)","+1int,+1wis",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a pair of {Dshiny black{x boots","shiny black boots",70,14396,14369,"on a patrolling {cg{Cu{Wa{Cr{cd{x","-------------------",4,149,"leather","(take feet)","armor","18/18/17/17",0,"","+50hp,+1int,+50hp",0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yleather{x cord","leather cord",70,14395,14369,"on a patrolling {cg{Cu{Wa{Cr{cd{x","-------------------",1,119,"leather","(take neck)","armor","18/18/17/17",0,"","+1con",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a sturdy {Ds{Wtee{Dl{x shield","sturdy steel shield",70,14394,14369,"on a patrolling {cg{Cu{Wa{Cr{cd{x","-------------------",3,129,"steel","(take shield)","armor","18/18/17/17",0,"","+2str",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a soft, {gw{Go{Bol{Ge{gn{x mat on the floor","woolen mat mats",0,14271,14372,"in room: White Tower Eastern Classrooms - Meditation Classroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{ga{xu{Wt{xi{gf{Dul{x vine-covered shawl, fringed in {gg{Gre{gen{x","shawl green",80,14156,14373,"on an {gAe{Gs {gSe{Gd{gai{x","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Do{Wn{Gy{Dx{x-hilted dagger","onyx hilted dagger",85,14272,14373,"on an {gAe{Gs {gSe{Gd{gai{x","-------------------",2,348,"steel","(take wield)","weapon(slice)","5d18",0,"sharp","+18dam,+18dam",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"",,""
"a {Dbe{ba{xu{Wt{xi{bf{Dul{x vine-covered shawl, fringed in {bb{Blu{be{x","blue shawl",80,14155,14374,"on A {bb{Bl{bue{x-shawled, ageless looking woman","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yba{Dtt{yered{x chair at a massive {Dst{xo{Dne{x table","chair stone table chairs",0,14273,14375,"in room: White Tower Eastern Classrooms - Channeling Classroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ych{Wa{yir{x at a small student's {yde{Ws{yk{x","desk chair",0,14181,14376,"in room: White Tower Eastern Classrooms - Mathematics Classroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {De{cl{xe{Wg{xa{cn{Dt{x {cs{Wi{Dl{ck{x sofa","couch sofa",0,14230,14385,"in room: The {DK{xe{Wep{xe{Dr{x's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dm{ca{xt{Wch{xi{cn{Dg{x brocaded {Da{cr{xm{Wch{xa{ci{Dr{x","chair chairs armchair armchairs",0,14231,14385,"in room: The {DK{xe{Wep{xe{Dr{x's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautifully-{We{xm{Wb{rr{Ro{xi{Wd{xe{Wr{re{Rd{x quilt on the bed","bed",0,14229,14386,"in room: The {DK{xe{Wep{xe{Dr{x's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a polished {Dlo{wng{Ws{wwo{Drd{x","polished longsword",90,14434,14387,"on a {Wtower{x {Rg{Yu{Ba{Gr{Wd{x","-------------------",10,100,"cloth","(take wield)","weapon(slice)","10d15",0,"none","+4dam,+1str,+1dex,+1con,+4dam",0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a polished {Ds{wh{Wie{wl{Dd{x","polished shield",90,14435,14387,"on a {Wtower{x {Rg{Yu{Ba{Gr{Wd{x","-------------------",10,100,"metal","(take shield)","armor","30/30/30/0",-1219640072,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {Dli{mn{xe{Wn-co{xve{mr{Ded{x sofa","couch sofa",0,14144,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a soft, {Dli{mn{xe{Wn-co{xve{mr{Ded{x armchair facing the sofa","armchair armchairs",0,14145,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yt{xe{ra{ykw{ro{xo{yd{x chair in front of the {DK{xe{Wep{xe{Dr's{x desk","chair chairs",0,14146,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an impressive {yt{xe{ra{ykw{ro{xo{yd{x armchair placed behind the desk","desk",0,14147,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a niche hiding behind the {gt{xa{Dp{Yes{Dt{xr{gy{x","tapestry niche",0,14148,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",200,0,"cloth","(none)","container",0,"50lbs, 20 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a drawer in the {yt{xe{ra{ykw{ro{xo{yd{x desk","drawer",0,14149,14388,"in room: The {DK{xe{Wep{xe{Dr of the Ch{xro{Wni{xcl{Des{x' Office","-------------------",0,0,"cloth","(none)","container",0,"25lbs, 25 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{ra{xu{Wt{xi{rf{Dul{x vine-covered shawl, fringed in {rr{Re{rd{x","shawl red",80,14153,14393,"on A {rr{Re{rd{x-shawled, ageless looking woman","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a massive {ys{Yun{ygw{Yoo{yd{x chair, feet dangling","sungwood chair",0,14143,14395,"in room: A Nook in the Hallway","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {cwi{Wnd{cow{x sill","windowsill window sill windows",0,14150,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{rma{Dh{rogan{Dy{x wardrobe","wardrobe",80,14158,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",500,5000,"wood","(none)","container",0,"100lbs, 100 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wcomfortably-{Dp{ma{Wdd{me{Dd{x {rma{Dh{rogan{Dy{x chair","chair chairs",0,14159,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Do{yr{xn{Wat{xe{yl{Dy{x carved chair of {Dp{ma{Wdd{me{Dd{x {rma{Dh{rogan{Dy{x behind the Amyrlin's desk","desk",0,14160,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dsecret compartment{x behind a {Wpanel{x on the wall","secret panel compartment",0,14161,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",0,0,"cloth","(none)","container",0,"50lbs, 50 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rdr{Da{rwer{x in the massive {rma{Dh{rogan{Dy{x desk","drawer",0,14162,14404,"in room: Study of the {WA{gm{yy{Dr{Yl{ri{bn {DS{ye{ga{Wt{x","-------------------",0,0,"cloth","(none)","container",0,"50lbs, 50 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Db{br{xo{Wca{xd{be{Dd{x silk {Dc{bo{Wu{bc{Dh{x","couch sofa",0,14227,14411,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a comfortable {Bq{Cu{Wi{Cl{Bt{x on the bed","bed",0,14228,14412,"in room: The {WMaid{x's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a padded {rma{Dh{rogan{Dy{x chair at the dressing table","table chair",0,14164,14413,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an oversized {rma{Dh{rogan{Dy{x bed, adorned with a {md{De{Me{mp m{Da{Mu{Dv{me{x coverlet","bed",0,14163,14413,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Bedroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {Dsi{Wlv{Der ha{Wn{Ddmi{Wrr{Dor{x","hand mirror handmirror",0,14165,14413,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Bedroom","-------------------",2,500,"cloth","(take hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an intricately carved {yh{Da{yirb{Dr{yus{Dh{x","hair brush hairbrush",0,14166,14413,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Bedroom","-------------------",1,120,"cloth","(take hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ccu{Csh{Wi{Con{ced{x {Di{xr{Donw{xo{Drk{x chair","chair chairs",0,14167,14414,"in room: The {WA{gm{yy{Dr{Yl{ri{bn{x's Private Balcony","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dm{xe{Wt{xa{Dl{x bound {ych{re{yst{x","guildchest chest donation",10,14234,14415,"in room: White Tower Recall","-------------------",0,0,"wood","(none)","container",0,"1000lbs, 1000 max (0% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a few dark {Dch{ya{Dirs{x","chair chairs",0,14274,14423,"in room: Tower Grounds - {yTa{Yrlom{yen{x's Gate Guard House","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a lightly {rp{Wa{rdd{We{rd{x chair behind the sturdy {yd{De{ysk{x","desk",0,14275,14423,"in room: Tower Grounds - {yTa{Yrlom{yen{x's Gate Guard House","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {rw{yoo{rden{x bench, partially hidden behind the willow {gb{Gran{gches{x","bench",0,14276,14426,"in room: Tower Grounds - A Garden off the South Path","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the edge of a {Wm{xa{Dr{cb{xl{We{x fountain","fountain edge bench",0,14278,14429,"in room: Tower Grounds - South-West Courtyard","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long, {Dw{xr{Doug{xh{Dt-i{xr{Don{x bench","bench",0,14285,14448,"in room: The Gardens - A Secluded Area","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a soft bed of {ggr{Gas{gs{x next to the {yf{cis{Ch p{con{yd{x","grass bed",0,14284,14450,"in room: The Gardens - A {yF{cis{Ch P{con{yd{x","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dw{xr{Doug{xh{Dt-i{xr{Don{x bench","iron bench",0,14281,14452,"in room: The Gardens - A Garden Nook","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {gl{Gus{gh gr{Gee{gn{x grass","grass",0,14282,14452,"in room: The Gardens - A Garden Nook","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a full {rap{Rpl{re{x tree","tree branch",0,14279,14453,"in room: The Gardens - {gS{Gumme{gr{x Path","-------------------",0,0,"cloth","(none)","container",0,"10lbs, 0 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large, ripe {rap{Rpl{re{x","apple",0,14280,14453,"inside a full {rap{Rpl{re{x tree in The Gardens - {gS{Gumme{gr{x Path","-------------------",1,0,"food","(take hold)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a plain {ywo{Do{yden{x chair at the table","chair chairs table",0,14286,14467,"in room: Tower Grounds - Osendrelle Gates Guard House","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {ge{Dd{Wg{ge{x of the {Df{go{xu{Wnt{xa{gi{Dn{x","edge fountain",0,14288,14473,"in room: Tower Grounds - South-East Courtyard","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a rope","rope",1,14289,14479,"in room: Tower Grounds - {DB{yel{Dl{x  Tower","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a sturdy {ywooden{x chair","round chair chairs",0,14300,14482,"in room: Tower Guard Mess Hall","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a sturdy bench at a long {ywooden{x table","bench long",0,14301,14482,"in room: Tower Guard Mess Hall","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"one of the broad {Dst{xon{De{x steps","step steps stone broad",0,14302,14484,"in room: Tower Guard Kitchen Yard","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Ds{xt{We{xe{Dl{x {Dfootlocker{x","footlocker locker steel",0,14303,14489,"in room: North {DW{xa{grd{xe{Dr{x Barracks","-------------------",0,0,"cloth","(none)","container",0,"50lbs, 50 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yt{Yea{yk{x twin bed","bed",0,14304,14489,"in room: North {DW{xa{grd{xe{Dr{x Barracks","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a lightweight {bfa{Bbr{bic{x cot","bed",0,14305,14490,"in room: East {DW{xa{grd{xe{Dr{x Barracks","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
